61	0
61	1
40	2
94	3
26	4
26	5
144	6
24	7
32	8
26	9
26	10
24	11
258	12
26	13
24	14
26	15
26	16
26	17
33	18
29	19
26	20
26	21
26	22
24	23
26	24
490	25
26	26
25	27
25	28
26	29
33	30
26	31
26	32
26	33
25	34
26	35
27	36
24	37
26	38
27	39
26	40
26	41
26	42
26	43
26	44
25	45
25	46
25	47
26	48
26	49
24	50
1016	51
32	52
26	53
26	54
26	55
26	56
27	57
27	58
27	59
26	60
27	61
25	62
26	63
26	64
26	65
25	66
26	67
26	68
26	69
26	70
26	71
27	72
31	73
26	74
26	75
28	76
26	77
25	78
26	79
26	80
27	81
25	82
116	83
342	84
28	85
37	86
36	87
38	88
29	89
25	90
26	91
26	92
34	93
135	94
36	95
28	96
26	97
26	98
27	99
26	100
26	101
2161	102
38	103
33	104
28	105
30	106
31	107
30	108
31	109
29	110
30	111
29	112
37	113
31	114
31	115
29	116
30	117
30	118
31	119
33	120
31	121
32	122
36	123
32	124
34	125
30	126
31	127
28	128
30	129
30	130
30	131
28	132
34	133
31	134
31	135
31	136
30	137
28	138
31	139
31	140
28	141
35	142
30	143
30	144
29	145
31	146
30	147
30	148
31	149
30	150
30	151
34	152
30	153
29	154
30	155
29	156
28	157
31	158
31	159
30	160
31	161
27	162
36	163
31	164
31	165
29	166
29	167
31	168
30	169
28	170
31	171
34	172
31	173
31	174
30	175
31	176
29	177
31	178
30	179
29	180
36	181
30	182
31	183
29	184
31	185
31	186
30	187
29	188
31	189
31	190
37	191
29	192
30	193
31	194
30	195
31	196
31	197
31	198
31	199
31	200
36	201
29	202
29	203
4027	204
30	205
31	206
31	207
31	208
31	209
29	210
35	211
31	212
28	213
29	214
31	215
30	216
30	217
27	218
29	219
31	220
37	221
31	222
30	223
29	224
27	225
28	226
31	227
30	228
31	229
31	230
35	231
31	232
30	233
31	234
30	235
30	236
31	237
30	238
31	239
36	240
28	241
31	242
31	243
32	244
31	245
31	246
30	247
26	248
31	249
34	250
29	251
30	252
30	253
31	254
29	255
28	256
28	257
31	258
27	259
29	260
36	261
29	262
31	263
30	264
31	265
30	266
30	267
29	268
29	269
28	270
34	271
30	272
31	273
29	274
31	275
30	276
31	277
29	278
30	279
31	280
35	281
31	282
31	283
29	284
30	285
30	286
28	287
29	288
29	289
27	290
36	291
29	292
29	293
29	294
30	295
29	296
30	297
28	298
29	299
26	300
30	301
36	302
29	303
28	304
30	305
29	306
30	307
30	308
31	309
28	310
31	311
35	312
27	313
31	314
30	315
31	316
28	317
31	318
31	319
31	320
31	321
35	322
30	323
160	324
153	325
116	326
37	327
35	328
27	329
27	330
25	331
26	332
26	333
26	334
41	335
137	336
39	337
37	338
47	339
36	340
30	341
35	342
40	343
34	344
34	345
38	346
50	347
35	348
46	349
47	350
38	351
56	352
26	353
25	354
26	355
26	356
25	357
26	358
25	359
26	360
26	361
26	362
25	363
26	364
25	365
27	366
26	367
26	368
26	369
26	370
26	371
26	372
25	373
25	374
25	375
26	376
32	377
30	378
26	379
26	380
26	381
26	382
26	383
24	384
26	385
26	386
25	387
26	388
26	389
25	390
26	391
25	392
26	393
25	394
25	395
26	396
25	397
25	398
25	399
26	400
32	401
28	402
26	403
26	404
26	405
