42	0
17	1
15	2
102	3
22	4
19	5
163	6
20	7
14	8
13	9
20	10
14	11
20	12
14	13
19	14
19	15
43	16
17	17
17	18
20	19
25	20
25	21
20	22
20	23
18	24
3359	25
25	26
39	27
22	28
92	29
73	30
80	31
18	32
96	33
22	34
45	35
14	36
20	37
34	38
18	39
18	40
40	41
17	42
19	43
36	44
271	45
37	46
18	47
52	48
55	49
55	50
1531	51
27	52
18	53
33	54
124	55
20	56
137	57
121	58
412	59
21	60
64	61
37	62
19	63
14	64
18	65
73	66
26	67
40	68
18	69
19	70
57	71
18	72
82	73
25	74
45	75
17	76
51	77
60	78
33	79
46	80
28	81
47	82
20	83
59	84
44	85
35	86
60	87
43	88
22	89
25	90
31	91
34	92
21	93
25	94
60	95
21	96
15	97
20	98
20	99
14	100
20	101
2110	102
18	103
20	104
19	105
31	106
20	107
19	108
24	109
20	110
20	111
20	112
20	113
21	114
92	115
21	116
19	117
18	118
20	119
18	120
74	121
20	122
38	123
18	124
37	125
19	126
16	127
14	128
24	129
25	130
20	131
23	132
19	133
386	134
18	135
20	136
20	137
21	138
22	139
20	140
56	141
25	142
69	143
62	144
62	145
55	146
57	147
51	148
16	149
38	150
18	151
18	152
59	153
56	154
61	155
52	156
53	157
32	158
18	159
17	160
20	161
21	162
20	163
17	164
55	165
18	166
17	167
33	168
19	169
114	170
18	171
19	172
20	173
17	174
18	175
25	176
19	177
20	178
18	179
19	180
18	181
18	182
20	183
22	184
16	185
261	186
34	187
18	188
23	189
19	190
17	191
14	192
27	193
22	194
14	195
21	196
19	197
18	198
19	199
22	200
18	201
18	202
18	203
19	204
17	205
30	206
19	207
20	208
19	209
18	210
19	211
17	212
15	213
18	214
19	215
18	216
20	217
19	218
18	219
19	220
17	221
19	222
18	223
20	224
18	225
20	226
20	227
20	228
20	229
19	230
18	231
22	232
22	233
20	234
25	235
18	236
19	237
73	238
25	239
26	240
40	241
27	242
73	243
80	244
18	245
22	246
18	247
18	248
19	249
18	250
20	251
19	252
18	253
17	254
19	255
15	256
20	257
18	258
18	259
18	260
19	261
18	262
19	263
18	264
20	265
17	266
17	267
17	268
18	269
20	270
20	271
18	272
28	273
19	274
55	275
18	276
15	277
19	278
18	279
19	280
20	281
20	282
20	283
17	284
19	285
20	286
20	287
20	288
18	289
20	290
18	291
19	292
18	293
19	294
18	295
19	296
20	297
33	298
28	299
18	300
19	301
18	302
20	303
18	304
20	305
18	306
18	307
20	308
18	309
20	310
20	311
18	312
58	313
57	314
25	315
19	316
18	317
103	318
19	319
15	320
